video_id,title,description,published_at,channel_name,view_count
OIdYSlq6sa8,【妖怪ウォッチ公式】オープニング第9弾 「ゴールド…なんちゃって!」【妖Tube】,"作詞 ： Motsu & 高木貴司 
 作曲・編曲 ： 菊谷知樹
歌：キング・クリームソーダ


★チャンネル登録はコチラ！
http://urx2.nu/ziML

★公式ツイッターはコチラ！
https://twitter.com/yotubekoushiki

★映画 妖怪ウォッチ公式サイトはコチラ！
⇒http://www.eiga-yokai.jp/


☆毎週金曜日12時からアップロード見逃し配信はコチラ！
⇒https://www.youtube.com/playlist?list...

☆毎週水曜日夕方アップロードの妖怪ウォッチグッズ動画はコチラ！
⇒https://www.youtube.com/playlist?list...

☆毎週月曜アップロードゲーム実況はコチラ！
https://www.youtube.com/playlist?list=PLHSRs9a1ZfTnx96PvOdj3aSXAsyHtX_Ia",2017-07-15T08:59:53Z,妖怪ウォッチ 公式チャンネル 妖Tube,5134430
Xy6lZxoJ4ts,TVアニメ「ぼっち・ざ・ろっく！」エンディング映像/「Distortion!!」#結束バンド,"「Distortion!!」
作詞・作曲：#谷口鮪
編曲：#三井律郎

配信URL：https://anxmusic.lnk.to/X53UNp

演出/作画監督/作画　　スズキハルカ
作画　　岩崎千加子
編集　　つづつ
エンディングアニメーション制作　Pie in the sky


「ぼっち・ざ・ろっく！」10月8日より各局にて放送開始！
　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
◆TOKYO MX、BS11、群馬テレビ、とちぎテレビ
10月8日より　毎週土曜日24時00分～
◆MRT宮崎放送
10月8日より　毎週土曜日25時28分～
◆MBS
10月8日より　毎週土曜日27時08分～
◆RKB毎日放送
10月13日より　毎週木曜日27時00分～
◆AT-X
10月10日より　毎週月曜日22時30分～

【配信情報】
◆ABEMA　　10月8日より　毎週土曜日24時00分～　※地上波同時配信

◆各配信プラットフォーム
Netflix/dアニメストア/U-NEXT/アニメ放題/Amazon Prime Video/バンダイチャンネル/Hulu/ニコニコ生放送/GYAO!/ FOD/ひかりTV / TELASA/J:COMオンデマンド/みるプラス/ auスマートパスプレミアム/ WOWOWオンデマンド 他

10月11日より　毎週火曜日12時00分～ 順次配信


🎸あらすじ　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
「ぼっちちゃん」こと後藤ひとりは、ギターを愛する孤独な少女。
 家で一人寂しく弾くだけの毎日だったが、ひょんなことから
 伊地知虹夏が率いる「結束バンド」に加入することに。
 人前での演奏に不慣れな後藤は、立派なバンドマンになれるのか――


🥁スタッフ　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
原作：はまじあき
 (芳文社「まんがタイムきららMAX」連載中) 
監督：斎藤圭一郎
シリーズ構成・脚本：吉田恵里香
キャラクターデザイン・総作画監督：けろりら
副監督：山本ゆうすけ
ライブディレクター：川上雄介 
ライブアニメーター：伊藤優希 
プロップデザイン：永木歩実 
2Dワークス：梅木葵
色彩設計：横田明日香 
美術監督：守安靖尚 
美術設定：taracod 
撮影監督：金森つばさ 
CGディレクター：宮地克明 
ライブCGディレクター：内田博明 
編集：平木大輔
音楽：菊谷知樹
音響監督：藤田亜紀子
音響効果：八十正太 
制作：CloverWorks

🎙キャスト
後藤ひとり　青山吉能
伊地知虹夏　鈴代紗弓
山田リョウ　水野朔
喜多郁代　　長谷川育美


🄭TVアニメ「ぼっち・ざ・ろっく！」OPシングル
『青春コンプレックス』10月12日(水)　発売

　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
公式サイト：bocchi.rocks　
公式Twitter：@BTR_anime
公式Instagram：@BTR_isosta

#ぼっちざろっく 
#結束バンド",2022-10-08T15:30:03Z,アニプレックス チャンネル,5103907
5ALFVv_tdYw,『僕のヒーローアカデミア FINAL SEASON』OPノンクレジット映像 Type-1／OPテーマ：「THE REVO」ポルノグラフィティ／ヒロアカOP,"『僕のヒーローアカデミア FINAL SEASON』
毎週土曜夕方5:30放送中！
読売テレビ・日本テレビ系全国29局ネット ※一部地域を除く

オープニング映像
演出：大槻真之
絵コンテ：中山奈緒美
作画監督：馬越嘉彦

オープニングテーマ：「THE REVO」ポルノグラフィティ
11月19日(水)パッケージリリース　
各音楽配信プラットフォームにて配信中
▶https://pornograffitti.lnk.to/THEREVO

ーーーーーーーーーーーーーーーーーー
『僕のヒーローアカデミア FINAL SEASON』
【スタッフ】
原作：堀越耕平 (集英社ジャンプ コミックス刊)
総監督：長崎健司　監督：中山奈緒美　シリーズ構成：黒田洋介 (スタジオオルフェ)　キャラクターデザイン：馬越嘉彦・小田嶋瞳　美術監督：池田繁美・丸山由紀子 (アトリエムサ) 色彩設計：菊地和子 (Wish)　撮影監督：澤 貴史　3DCG監督：安東容太　編集：坂本久美子　音響監督：三間雅文　音楽：林 ゆうき
オープニングテーマ：「THE REVO」ポルノグラフィティ（Sony Music Labels）
エンディングテーマ：「I」BUMP OF CHICKEN（トイズファクトリー）
プロダクション・スーパーバイズ：ボンズ　アニメーション制作：ボンズフィルム
【声の出演】
緑谷出久：山下大輝　　死柄木弔：内山昂輝
オールマイト：三宅健太　　オール・フォー・ワン：大塚明夫／神谷浩史
... and more Heroes & Villains

＜イントロダクション＞
シリーズ世界累計発行部数1億部！週刊少年ジャンプ（集英社刊）で10年に渡って連載された堀越耕平による大人気コミックを原作としたTVアニメ『僕のヒーローアカデミア』。舞台は総人口の約8割が何らかの超常能力“個性” を持つ世界。事故や災害、そして“個性”を悪用する犯罪者・敵＜ヴィラン＞から人々と社会を守る職業・ヒーローになることを目指し、雄英校に通う高校生・緑谷出久“デク”とそのクラスメイトたちの成長、戦い、友情のストーリーが繰り広げられていく！そして通算8期目を数えるシリーズがついに【FINAL SEASON】として放送中!!

TVアニメ1期～7期 各動画配信サービスで好評配信中!!
http://heroaca.com/onair/#ondemand

＜公式サイト／公式SNS＞
公式サイト：http://heroaca.com/
公式X：http://x.com/heroaca_anime
公式Instagram：http://instagram.com/heroaca_insta/
公式TikTok：https://www.tiktok.com/@heroaca_tiktok
読売テレビ番組公式ホームページ　http://www.ytv.co.jp/heroaca/
©堀越耕平／集英社・僕のヒーローアカデミア製作委員会

#ヒロアカ #ポルノグラフィティ #アニメ

-----------------------------------------------
TOHO animation
Portal Site：https://tohoanimation.jp/portal/
Official X(JP)：https://x.com/TOHOanimation
Official X(EN)：https://x.com/tohoanimationen
Official TikTok(JP)：https://www.tiktok.com/@tohoanimationch
Official TikTok(EN)：https://www.tiktok.com/@tohoanimationen
-----------------------------------------------
TOHO animation STORE
通販サイト ：https://tohoanimationstore.com/shop/
公式X（旧Twitter）：https://x.com/TOHOanimeSTORE
-----------------------------------------------",2025-10-04T09:00:12Z,TOHO animation チャンネル,5101587
4_hFcVoaLAY,アニメ「終末のワルキューレ」ノンクレジットOP映像【歌詞付】／マキシマム ザ ホルモン「KAMIGAMI-神噛-」,"Netflix全世界独占配信！
Now on Netflix!!

主題歌オープニングテーマ：マキシマム ザ ホルモン「KAMIGAMI-神噛-」作詞・作曲：マキシマムザ亮君（ワーナーミュージック・ジャパン）
https://www.youtube.com/user/MTHOFFICIAL

全世界の神vs人類による人類存亡をかけた一対一＜タイマン＞13番勝負、通称「ラグナロク」——
魂を燃やす最終闘争がここに開幕！！

●STAFF
原作：「終末のワルキューレ」
[作画]アジチカ　[原作]梅村真也　[構成]フクイタクミ
（「月刊コミックゼノン」連載／コアミックス）
監督：大久保政雄
シリーズ構成：筆安一幸
キャラクターデザイン：佐藤正樹
サブキャラクターデザイン：赤堀重雄・川島尚
色彩設計：内林裕美
美術監督：山口忍
3D監督：竹山諒一
撮影監督：増元由紀大
編集：丹彩子
音楽：高梨康治
音響監督：えびなやすのり
アニメーション制作：グラフィニカ

●CAST
ブリュンヒルデ：沢城みゆき
ゲル：黒沢ともよ

呂布奉先：関智一
アダム：斉藤壮馬
佐々木小次郎：山路和弘

トール：緑川光
ゼウス：高木渉
ポセイドン：櫻井孝宏

ヘルメス：諏訪部順一
ヘイムダル：野津山幸宏
オーディン：速水奨
シヴァ：鈴木達央
アフロディテ：田中理恵
ロキ：松岡禎丞
アレス：田所陽向
フギン：中野泰佑
ムニン：山口智広
ランドグリーズ：川上 彩　
レギンレイヴ：川口莉奈　
フリスト：小林ゆう

ナレーション： 石井康嗣


●WEB
公式サイト：https://ragnarok-official.com

Twitter：@ragnarok_PR　
#終末のワルキューレ #ror_anime

Ⓒアジチカ・梅村真也・フクイタクミ／コアミックス, 終末のワルキューレ製作委員会",2021-06-17T07:00:00Z,MTHOFFICIAL,5090451
uQfd61IZjMM,TVアニメ「Re:ゼロから始める異世界生活」2nd season 後期OPテーマ「Long shot」前島麻由 アニメ視聴動画,"前島麻由「Long shot」
（TVアニメ「Re:ゼロから始める異世界生活」2nd season 後期OPテーマシングル）
Now on sale

収録曲：
1.「Long shot」 作詞・作編曲：R・O・N
2.「Reline」作詞：タナカ零、AIJ　作編曲：タナカ零
他instrumental含む全４曲
発売・販売：株式会社KADOKAWA

-前島麻由-
2015年コンテンポラリー・クリエティヴ・ユニット”MYTH & ROID”(ミスアンドロイド)にボーカルMayuとして参加。
iTunes総合ランキングで１位を獲得するなど、ボーカリストとして国内外から高い評価を獲得し、2017年11月に惜しまれつつもユニットを離脱。
2019年4月Digital Single「YELLOW」で前島麻由としてソロ活動を開始。
同年9月にSolo Debut Album『From Dream And You』を発売し、その力強い歌声に惚れたクリエイター陣とのコライトによる制作、
全曲英語詞の作詞を担当するなど、ソロアーティストとしての存在感を示す。
2021年初春放送のTVアニメ『Re:ゼロから始める異世界生活』2nd seasonオープニングテーマを担当。
あらゆる負の感情もポジティブに歌に遺すため言葉を綴り、声を鳴らす。
https://mayumaeshima.com/profile/

TV『Re:ゼロから始める異世界生活』2nd season 後半クール
NOW ON AIR

俺が必ず、お前を救ってみせる。
魔女教大罪司教「怠惰」担当ペテルギウス・ロマネコンティを打倒し、エミリアとの再開を果たしたナツキ・スバル。
辛い決別を乗り越え、ようやく和解した二人だったが、それは新たな波乱の幕開けだった。
想像を超える絶体絶命の危機、そして襲い来る無慈悲な現実。少年は再び過酷な運命に立ち向かう。

【ON AIR】
AT-X　毎週水曜 22：30～
TOKYO MX　毎週水曜 23：30～
テレビ北海道　毎週木曜 26：00～
KHB東日本放送　毎週木曜 25：31～
テレビ愛知　毎週木曜 25：30～
KBS京都　毎週金曜 25：00～
サンテレビ　毎週木曜 25：:00～
TVQ九州放送　毎週金曜 26：58～
BS11　毎週水曜 25：00〜
ABEMA　毎週水曜 23：00～
dアニメストア　毎週水曜 23：00～

【CAST】
ナツキ・スバル：小林裕介
エミリア：高橋李依
パック：内山夕実
レム：水瀬いのり
ラム：村川梨衣
ベアトリス：新井里美
ロズワール・L・メイザース：子安武人
ガーフィール・ティンゼル：岡本信彦
オットー・スーウェン：天崎滉平
フレデリカ・バウマン：名塚佳織
ペトラ・レイテ：高野麻里佳
リューズ・ビルマ：田中あいみ
エルザ・グランヒルテ：能登麻美子
エキドナ：坂本真綾

【STAFF】
原作：長月達平（MF文庫J『Re:ゼロから始める異世界生活』/KADOKAWA刊）
キャラクター原案：大塚真一郎
監督：渡邊政治
シリーズ構成：横谷昌宏
キャラクターデザイン・総作画監督：坂井久太
モンスターデザイン：小柳達也
アクション監修：大田和寛
プロップデザイン：岩畑剛一、鈴木典孝
デザインワークス：加藤千恵、コレサワシゲユキ、灯夢、坂井ユウスケ
美術設定：青木 薫(美峰)
美術監督：高峯義人(美峰)
色彩設計：坂本いづみ
特殊効果：川西美保
撮影監督：峰岸健太郎(T2studio)
3Dディレクター：軽部 優(T2studio)
編集：須藤 瞳(REAL-T)
音響監督：明田川 仁
音響効果：古谷友二(スワラ・プロ)
音楽：末廣健一郎
音楽制作：KADOKAWA
アニメーション制作：WHITE FOX
製作：Re:ゼロから始める異世界生活2製作委員会

【アニメ公式サイト】
http://re-zero-anime.jp/

【公式Twitter】
@Rezero_official
#rezero　#リゼロ

©長月達平・株式会社KADOKAWA刊／Re:ゼロから始める異世界生活製作委員会",2021-02-24T15:00:32Z,KADOKAWAanime,5078898
FkZvPLMydAQ,【妖怪ウォッチ公式】オープニング第７弾 「ゆーがらお友達」【妖Tube】,"妖怪ウォッチ第７弾OPソング 「ゆーがらお友達」

歌手：キング・クリームソーダ
作詞：motsu / 高木貴司
作曲：菊谷知樹

テレビ東京あにてれしあたー「妖怪ウォッチ」の本編見逃し視聴はコチラから
http://www.tv-tokyo.co.jp/mv/anitv_youkai-watch/?sc_cid=an_youkai_youtube


★チャンネル登録はコチラ！
http://urx2.nu/ziML

★公式ツイッターはコチラ！
https://twitter.com/yotubekoushiki

★映画 妖怪ウォッチ公式サイトはコチラ！
⇒http://www.eiga-yokai.jp/


☆毎週金曜日12時からアップロード見逃し配信はコチラ！
⇒https://www.youtube.com/playlist?list...

☆毎週水曜日夕方アップロードの妖怪ウォッチグッズ動画はコチラ！
⇒https://www.youtube.com/playlist?list...

☆毎週月曜アップロードゲーム実況はコチラ！
https://www.youtube.com/playlist?list=PLHSRs9a1ZfTnx96PvOdj3aSXAsyHtX_Ia",2016-10-07T01:00:00Z,妖怪ウォッチ 公式チャンネル 妖Tube,5063386
1wu3115IyaQ,「わんだふるぷりきゅあ！」後期エンディング主題歌「しあわせえぼりゅ～しょん♡ ～こむぎ＆いろはVer.～」(ノンテロップver),"後期エンディング主題歌
「しあわせえぼりゅ～しょん♡ ～こむぎ＆いろはVer.～」
歌：⽯井あみ＆後本萌葉 作詞：マイクスギヤマ 作曲・編曲：⽯塚玲依
エンディングテーマ振り付け：yurinasia


☆☆番組情報☆☆ 
「わんだふるぷりきゅあ！」
ABCテレビ・テレビ朝日系列にて毎週日曜あさ8時30分～放送！
※BSS山陰放送では、毎週日曜あさ6時15分～放送

【公式HP】
・ABCテレビ 公式サイト： https://www.asahi.co.jp/precure/
・東映アニメーション公式サイト：https://www.toei-anim.co.jp/tv/precure/

【公式SNS】
・Instagram： https://www.instagram.com/precure_curesta/
・公式X（旧：Twitter）： https://twitter.com/TVanime_precure
・Tiktok　：　https://www.tiktok.com/@precure_official
#わんぷり #precure #プリキュア 

＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝
『わんだふるぷりきゅあ！』後期主題歌シングル　2024年8月21日(水) 発売！

https://www.marv.jp/titles/mc/10783/
価格・品番：
【CD+DVD】￥2,530（税抜価格￥2,300）MJSS-09369～70
【通常盤】￥1,650（税抜価格￥1,500） MJSS-09371

収録曲：
M01.しあわせえぼりゅ～しょん♡ ～こむぎ＆いろはVer.～
歌：石井あみ＆後本萌葉
作詞：マイクスギヤマ　作曲・編曲：石塚玲依

M02.しあわせえぼりゅ～しょん♡ ～ユキ＆まゆVer.～
歌：石井あみ＆後本萌葉
作詞：マイクスギヤマ　作曲・編曲：石塚玲依

M03.わんだふるぷりきゅあ！evolution!! with Wonderful Precure！ Ver.
歌：吉武千颯 with わんだふるぷりきゅあ！(CV：長縄まりあ・種﨑敦美・松田颯水・上田麗奈)
作詞：こだまさおり　作曲・編曲：EFFY

※しあわせえぼりゅ～しょん♡のカラオケ(CD＋DVD：オリジナル・メロディ・カラオケ/通常盤：オリジナル・カラオケ)とTVサイズ(～こむぎ＆いろはVer.～/～ユキ＆まゆVer.～)を含む6曲入り。
【DVD】には、TVオープニング・エンディングノンテロップ映像を収録。

■初回特典：
・キャンバスブロマイド（スーパーアート6色印刷）
・「どうぶつおせわがた～っぷり！あつめておせわしよ♥キラニコトランク」専用二次元コード

発売元：株式会社マーベラス
販売元：株式会社ソニー・ミュージックソリューション

＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝
©ABC-A・東映アニメーション",2024-07-07T00:00:01Z,プリキュア公式YouTubeチャンネル,5061271
ljG4KZ0oP1o,『僕のヒーローアカデミア』3期第1クールノンクレジットエンディング映像／EDテーマ：「アップデート」miwa／ヒロアカED,"『僕のヒーローアカデミア』3期 第1クールノンクレジットED映像
3期 各動画配信プラットフォームで配信中
TV放送：2018年4月～9月毎週土曜夕方5:30 読売テレビ・日本テレビ系全国29局ネット

EDテーマ：「アップデート」miwa

『僕のヒーローアカデミア』3期作品情報
＜スタッフ＞
原作：堀越耕平（集英社 ジャンプ コミックス刊）／監督：長崎健司／脚本：黒田洋介／キャラクターデザイン：馬越嘉彦／キャラクターデザイン補佐：小田嶋瞳／音楽：林ゆうき／アニメーション制作：ボンズ
第1クールオープニングテーマ：「ODD FUTURE」UVERworld／第2クールOPテーマ：「Make my story」Lenny code fiction／第1クールエンディングテーマ：「アップデート」miwa／第2クールエンディングテーマ：「ロングホープ・フィリア＜TV Limited＞」菅田将暉

＜キャスト＞
緑谷出久：山下大輝／オールマイト：三宅健太／爆豪勝己：岡本信彦／麗日お茶子：佐倉綾音／飯田天哉：石川界人／轟焦凍：梶裕貴／蛙吹梅雨：悠木碧／峰田実：広橋涼／切島鋭児郎：増田俊樹／八百万百：井上麻里奈／常闇踏陰：細谷佳正／上鳴電気：畠中祐／相澤消太：諏訪部順一
死柄木弔：内山昂輝／荼毘：下野紘／トガヒミコ：福圓美里／オール・フォー・ワン：大塚明夫
http://heroaca.com
©堀越耕平／集英社・僕のヒーローアカデミア製作委員会",2018-05-19T03:00:05Z,TOHO animation チャンネル,5055716
IinvpMBoPSo,『僕のヒーローアカデミア』6期第1クールノンクレジットエンディング映像／EDテーマ：「SKETCH」秋山黄色／ヒロアカED,"『僕のヒーローアカデミア』6期 第1クールノンクレジットED映像
6期 各動画配信プラットフォームで配信中
TV放送：2022年10月～2023年3月毎週土曜夕方5:30 読売テレビ・日本テレビ系全国29局ネット

EDテーマ：「SKETCH」秋山黄色

『僕のヒーローアカデミア』6期作品情報
＜スタッフ＞
原作：堀越耕平（集英社 ジャンプ コミックス刊）／総監督：長崎健司／監督：向井雅浩／脚本：黒田洋介／キャラクターデザイン：馬越嘉彦・小田嶋瞳／音楽：林ゆうき／アニメーション制作：ボンズ
第1クールオープニングテーマ：「ひたむき」SUPER BEAVER／第2クールOPテーマ：「ぼくらの」Eve／第1クールエンディングテーマ：「SKETCH」秋山黄色／第2クールエンディングテーマ：「キタカゼ」SIX LOUNGE
＜キャスト＞
緑谷出久：山下大輝　　爆豪勝己：岡本信彦　　麗日お茶子：佐倉綾音　　轟焦凍：梶裕貴　　飯田天哉：石川界人　　切島鋭児郎：増田俊樹　　蛙吹梅雨：悠木碧　　八百万百：井上麻里奈　　上鳴電気：畠中祐　　峰田実：広橋涼　　常闇踏陰：細谷佳正　　エンデヴァー：稲田徹　　ホークス：中村悠一　　相澤消太：諏訪部順一　　オールマイト：三宅健太
死柄木弔：内山昂輝　　荼毘：下野紘　　トガヒミコ：福圓美里　　トゥワイス：遠藤大智　　Mr.コンプレス：最上嗣生　　スピナー：岩崎了

©堀越耕平／集英社・僕のヒーローアカデミア製作委員会

#僕のヒーローアカデミア #ヒロアカ #秋山黄色

-----------------------------------------------
TOHO animation
公式Twitter：https://twitter.com/TOHOanimation
10周年記念特設サイト：https://tohoanimation.jp/10thanniversary
ポータルサイト：https://tohoanimation.jp/portal/
-----------------------------------------------
TOHO animation STORE
通販サイト ：https://tohoanimationstore.com/shop/
公式Twitter：https://twitter.com/TOHOanimeSTORE
-----------------------------------------------",2022-10-01T09:00:12Z,TOHO animation チャンネル,5050006
ySRFITSrNfE,【妖怪ウォッチ公式】エンディング第4弾 「ようかい体操第二」【妖Tube】,"妖怪ウォッチ第四弾EDソング 「ようかい体操第二」

歌手：Dream5
作詞：ラッキィ池田 / 高木貴司
作曲：菊谷知樹

テレビ東京あにてれしあたー「妖怪ウォッチ」の本編見逃し視聴はコチラから
http://www.tv-tokyo.co.jp/mv/anitv_youkai-watch/?sc_cid=an_youkai_youtube


★チャンネル登録はコチラ！
http://urx2.nu/ziML

★公式ツイッターはコチラ！
https://twitter.com/yotubekoushiki

★映画 妖怪ウォッチ公式サイトはコチラ！
⇒http://www.eiga-yokai.jp/


☆毎週金曜日12時からアップロード見逃し配信はコチラ！
⇒https://www.youtube.com/playlist?list...

☆毎週水曜日夕方アップロードの妖怪ウォッチグッズ動画はコチラ！
⇒https://www.youtube.com/playlist?list...

☆毎週月曜アップロードゲーム実況はコチラ！
https://www.youtube.com/playlist?list=PLHSRs9a1ZfTnx96PvOdj3aSXAsyHtX_Ia

☆最新映画情報はコチラ！
⇒https://www.youtube.com/playlist?list...",2016-10-07T01:00:01Z,妖怪ウォッチ 公式チャンネル 妖Tube,5019837
QLO4tg0ubXc,TVアニメ「異種族レビュアーズ」オープニングテーマ 視聴動画,"TVアニメ「異種族レビュアーズ」オープニングテーマ「イこうぜ☆パラダイス 」
歌：スタンク（CV：間島淳司）、ゼル（CV：小林裕介）、クリムヴェール（CV：富田美憂）
2020年1月22日（水）発売！

【収録内容】
01.イこうぜ☆パラダイス ［TVアニメ「異種族レビュアーズ」オープニングテーマ］
歌：スタンク（CV：間島淳司）、ゼル（CV：小林裕介）、クリムヴェール（CV：富田美憂）
02.ハナビラ音頭 ［TVアニメ「異種族レビュアーズ」エンディングテーマ］
歌：スタンク（CV：間島淳司）、ゼル（CV：小林裕介）、クリムヴェール（CV：富田美憂）
03.イこうぜ☆パラダイス（instrumental）
04.ハナビラ音頭（instrumental）
品番：ZMCZ-13751　価格：本体1,200円（＋税）
発売・販売元：株式会社KADOKAWA

【INTORODUCTION】
ここは人間だけではなく、エルフ、獣人、悪魔に天使と、あらゆる異種族が混在し、暮らしている世界。
そこには当然、あらゆる異種族のスケベなお店もあるわけで…。
足しげくムフフなサービスをしてくれるお店に通う人間の冒険者・スタンクは、
ある日種族間の（性的な意味での）感性の違いで悪友のエロエルフ・ゼルと衝突する。
決着の方法は……嬢のレビュー!?　あらゆる異種族娘のサービスをクロスレビュー方式で採点し、
他の仲間達への“お役勃ち”情報として提供していくスタンクたちの活躍は、まさに性戦士のごとし！
今日もレビュアーズたちは新たな快楽を求めて旅勃って行く……。

【CAST】
スタンク：間島淳司　ゼル：小林裕介　クリムヴェール：富田美憂　カンチャル：湯浅かえで　メイドリー：M・A・O　エルマ：小山百代　みー：礒部花凜　オクパ：日野まり　エルドリー：松嵜麗　アロエ：日笠陽子　ミルキー：加藤祐梨　ギニー：貫井柚佳　エルザ：小市眞琴　ピルティア：井澤詩織　ローナ：田中貴子　ティアプレート：高森奈津美　ミツエ：八百屋杏

【STAFF】
原作：天原／作画：masha（ドラゴンコミックスエイジ『異種族レビュアーズ』／KADOKAWA刊）　監督：小川優樹　助監督：間島崇寛　シリーズ構成：筆安一幸　キャラクターデザイン：うのまこと　美術監督：関野剛嗣（合同会社DIG）　色彩設計：歌川律子　撮影監督：世良隆光（トライパッド）　編集：三嶋章紀　音楽：内東琴音　音響監督：ひらさわひさよし　音響効果：猪俣泰史　アニメーション制作：パッショーネ　製作：異種族レビュアーズ製作委員会 

©天原・masha／株式会社ＫＡＤＯＫＡＷＡ／異種族レビュアーズ製作委員会
©Amahara,Ｍasha/KADOKAWA/ç Partners

【公式サイト】https://isyuzoku.com/

【公式Twitter】@isyuzoku

#異種族レビュアーズ　#InterspeciesReviewers",2020-01-17T10:00:06Z,mediafactory,5001871
Iepb3R9kW3s,【公式】サトシ＆ゴウ「１・２・３」テレビアニメ「ポケットモンスター」オープニングテーマ,"サトシ＆ゴウ(CV:松本梨香＆山下大輝)「１・２・３」楽曲配信中！
https://lnk.to/v10tgu

サトシ＆ゴウがうたう、テレビアニメ「ポケットモンスター」オープニングテーマ「１・２・３」だよ！

いっしょにうたっておぼえてね♪

 -----

「ポケモンTVアニメ主題歌 BEST 2019-2022」
10月26日(水)発売！

詳細はこちら♪
https://www.sonymusic.co.jp/PR/pokemon/info/544028
 
-----

「１・２・３」
うた：サトシ＆ゴウ(CV:松本梨香＆山下大輝)
作詞・作曲：まふまふ

-----

テレビアニメ「ポケットモンスター」
テレビ東京系にて毎週金曜よる6時55分から好評放送中！
※一部地域では放送日時が異なります。

テレビアニメ「ポケットモンスター」番組ホームページ（テレビ東京あにてれ）
https://www.tv-tokyo.co.jp/anime/pocketmonster/

テレビアニメ「ポケットモンスター」公式Twitter
https://twitter.com/anipoke_PR

-----

#ポケモン #ポケットモンスター #アニポケ

©Nintendo・Creatures・GAME FREAK・TV Tokyo・ShoPro・JR Kikaku ©Pokémon",2022-10-14T10:30:08Z,Sony Music (Japan),5004014
RfPKGubnA7Y,TVアニメ「とある魔術の禁書目録Ⅲ」新OP映像（黒崎真音／ROAR）,"TVアニメ「とある魔術の禁書目録Ⅲ」 
新オープニングテーマ：黒崎真音『ROAR』
 2019年3月6日（水）CD発売＆フル楽曲先行配信中!! 

A Certain Magical Index 3 New Opening Movie

 公式サイト：http://toaru-project.com/index_3/ 
公式twitter：https://twitter.com/toaru_project",2019-02-08T15:56:13Z,とあるプロジェクト公式toaru.project,4982341
