video_id,title,description,published_at,channel_name,view_count
zUNn0CsuZg4,オ・ヒ・メ・サ・マ！(アニメ「幼女社長R」ノンクレジットED)  - 六科なじむ(CV: 日高里菜) & Neko Hacker,"高級シャンパン出しちゃって！

▼ “O-Hi-Me-Sa-Ma!” is out now!
Streaming  :  https://lnk.to/O-Hi-Me-Sa-Ma

アニメ「幼女社長R」
https://www.mujina-company.com/

▼ オ・ヒ・メ・サ・マ！
=========================================
Vocals          :  六科なじむ(CV: 日高里菜)
=========================================

▼ 利用規約
歌ってみた、演奏してみた、自作MV、リミックス等の二次創作OK
インストなどのFREE DLはこちら！
https://drive.google.com/drive/folders/1sTecX0q93Fbgx1eUbjovGcUIaANc6saz?usp=sharing

✚ Website           ：https://nekohacker.com/
✚ Twitter             ：https://twitter.com/neko_hacker

▼ プレイリスト / Playlists
✚ Songs          : https://youtube.com/playlist?list=PLu-etgVMDpnPKhYHUgniagiR29oC7_EkD
✚ For Otaku    : https://youtube.com/playlist?list=PLu-etgVMDpnNO41sNlgegUGKRAGNmEbTb

＜Neko Hacker＞
ギタリスト・トラックメイカーのSeraと作詞・メロディメイカーのかっさんの二人組ユニット。
Kawaii Future Rockという独自のジャンルを開拓し、日本の音楽を世界に広めるため活動している。
“Our mission is to spread Japanese music all over the world.”


#NekoHacker　#幼女社長　#anime",2023-07-18T12:00:50Z,Neko Hacker / ネコハッカー,87801
7nvkjIm2GQE,♪HOLLY TRIP/少年ハリウッド【少年ハリウッド -HOLLY STAGE FOR 50-OP】,"TVアニメ「少年ハリウッド -HOLLY STAGE FOR 50-」
オープニング映像

「HOLLY TRIP」
作詞：橋口いくよ
作曲：林 哲司
編曲：Kohei by SIMONSAYZ
歌：少年ハリウッド

2015年1月よりTOKYO MX1、AT-X他にて放送中！
http://www.starchild.co.jp/special/shonen-hollywood-anime/

■STAFF
原作・シリーズ構成・脚本:橋口いくよ
監督:黒柳トシマサ
キャラクターデザイン:土屋 圭
美術監督:平間由香
美術設定:緒川マミオ
色彩設計:佐藤直子
3D監督:佐藤 敦
撮影監督:本台貴宏
編集:平木大輔
音響監督:田中 亮
音響制作:スタジオマウス
音楽:林 哲司
音楽制作:スターチャイルドレコード
企画協力:小学館
アニメーション制作:ZEXCS
製作:ノエルジャパンエージェンシー

■CAST
風見 颯:逢坂良太
甘木生馬:柿原徹也
佐伯希星:山下大輝
富井大樹:蒼井翔太
舞山 春:小野賢章
勅使河原恭一:新田将司
シャチョウ:浪川大輔
他

■主題歌シングル
「HOLLY TRIP」
発売日：2015年2月4日
価格：1,200+税
品番：KICM-3284
歌：少年ハリウッド
(風見 颯・甘木生馬・佐伯希星・富井大樹・舞山 春／
Cv. 逢坂良太・柿原徹也・山下大輝・蒼井翔太・小野賢章)

■ZEN THE HOLLYWOOD　CD情報
奇跡のYES／TEA PUNCH CHOICE
2015年3月4日発売

【収録内容】
1.奇跡のYES(少年ハリウッド –HOLLY STAGE FOR 50- 第16話ED楽曲)
2.アールグレイの季節
3.三嶋限界線

★初回製造分封入
・特製ブロマイド（全3種類のうちランダム１枚）
・ZEN THE HOLLYWOOD CD連動購入特典DVD応募券
・「奇跡のYES／TEA PUNCH CHOICE」購入者対象イベント
「いっしょに 奇跡PLAY レッスン」応募抽選券",2015-03-31T03:59:53Z,少年ハリウッド -HOLLY STAGE FOR 49／50- OFFICIAL CHANNEL,87761
iVx61joVMbY,【ある魔女が死ぬまで】ノンクレジットエンディング映像｜手嶌葵「花咲く道で」,"エンディング主題歌　手嶌葵『花咲く道で』
作詞/作曲/編曲：梶浦由記
2025年4月10日(木)より配信開始！▶https://jvcmusic.lnk.to/hsmd

◇放送情報◇
毎週火曜、大好評放送中！
AT-X 毎週火曜 23時30分～
【リピート放送】毎週木曜11時30分～／毎週月曜17時30分～
TOKYO MX　毎週火曜24時30分～
サンテレビ　毎週火曜24時30分～
KBS京都　毎週火曜24時30分～
BS11　毎週火曜24時30分～

◇配信情報◇
ABEMA・dアニメストアにて地上波先行・最速配信中！
2025年4月1日（火）より毎週火曜24：00～

毎週日曜24：00〜各配信サイトにて順次配信開始！詳細は各サイトでチェック！
※放送日時は予告なく変更になる場合がございます
https://arumajo-anime.com/onair/

◆あらすじ◆
「お前、あと一年で死ぬよ」

十七歳の誕生日を迎えた見習い魔女のメグ・ラズベリーは、魔法の師匠であり、魔法界トップの七賢人に名を連ねる『永年の魔女』・ファウストから、突如として余命一年であることを告げられる。
メグは『死の宣告』の呪いにかかっていたのだ。
呪いによる死を免れる方法はただ一つ。手にした者に不死をもたらす、『命の種』を生み出すこと。
そして、『命の種』の材料となるのは、感情の欠片――人が喜んだ時に流す、嬉し涙。

「それで、一体どれくらい涙を集めればいいんですか？」
「千人分だ」
「……はい？」

こうして、メグは嬉し涙を集めるため、様々な人たちと関わっていく。
幼馴染みで大親友のフィーネ。
ファウストと同じ七賢人の一人――『英知の魔女』・祈。
メグと同い年にして七賢人に名を連ねる天才少女、『祝福の魔女』・ソフィ。

これは、余命一年を宣告された未熟な魔女、メグ・ラズベリーが起こす、奇跡の物語。

◆STAFF◆
原作：坂「ある魔女が死ぬまで」（電撃の新文芸/ ＫＡＤＯＫＡＷＡ刊）
キャラクター原案：コレフジ
監督:濁川 敦
シリーズ構成：大知慶一郎
キャラクターデザイン：ユキシズク
サブキャラクターデザイン：吉田縦・Aquanta・鵲あかね
プロップデザイン：吉田縦
美術監督：空閑由美子・鬼谷拓実（スタジオじゃっく）
色彩設計：垣田由紀子（T2studio）
撮影監督：江間常高（T2studio）
編集：瀧川三智
音響監督：森下広人　
音響効果：林佑樹
録音：黒崎裕樹
音響制作：グロービジョン
音楽：立山秋航
音楽制作：フライングドッグ
制作協力：ビー・バード
アニメーション制作：EMTスクエアード

◆CAST◆
メグ・ラズベリー：青山吉能
ファウスト：榊󠄀原良子
ソフィ・ヘイター：羊宮妃那
フィーネ・キャベンディッシュ：大久保瑠美
祈：伊藤静
謎の少女：種﨑敦美
エルドラ：日笠陽子
カーバンクル：花井美春
シロフクロウ：鈴木愛奈

◆音楽情報◆
オープニング主題歌：坂本真綾『Drops』
エンディング主題歌：手嶌葵『花咲く道で』

◆書籍情報◆
NOVEL
１～３巻好評発売中！

COMIC
電撃コミック レグルスにて好評連載中！
コミックス１～３巻好評発売中！

◆公式サイト◆
https://arumajo-anime.com/

◆公式X◆
@arumajo_anime
https://x.com/arumajo_anime
#ある魔女が死ぬまで

ーー
©坂/KADOKAWA/ある魔女が死ぬまで製作委員会",2025-04-08T16:00:58Z,KADOKAWAanime,87668
1JYReMAqBOM,TVアニメ『日本へようこそエルフさん。』ノンクレジットエンディング映像｜エンディング主題歌：樋口楓、叶「Yummy Yummy」,"◆エンディング主題歌
樋口楓、叶「Yummy Yummy」
配信はこちらから：https://lnk.to/LZC-2978p

TVアニメ『日本へようこそエルフさん。』
2025年1月10日（金）よりMBS/TBS/CBC “アニメイズム”枠、BS11、AT-X
にて放送
dアニメストア・U-NEXTにて地上波放送後から先行配信

公式X：https://x.com/welcome_elfsan/
公式HP：https://welcome-elfsan.com

◯TV放送
MBS/TBS/CBC “アニメイズム”枠：1月10日より　毎週金曜日　25：53～
BS11：1月13日より　毎週月曜日　23：30～
AT-X：1月10日より　毎週金曜日　22：00～
【リピート放送】毎週火曜日10：00～／毎週木曜日16：00～

※放送時間は予告なく変更になる場合がございます

◯配信
1月10日 26：30～配信開始、以降毎週金曜日 26：30より配信
dアニメストア・U-NEXT/アニメ放題

1月15日 26：30～配信開始、以降毎週水曜日 26：30より配信
MBS動画イズム・TVer・Prime Video・ABEMA・ニコニコチャンネル・Lemino・DMM TV・バンダイチャンネル・Hulu・FOD・AnimeFesta

1月16日 12：00～配信開始、以降毎週木曜日12：00より配信
HAPPY!動画

1月17日 0：00～配信開始、以降毎週金曜日0：00より配信
TELASA・J:COM STREAM・みるプラス

1月23日 12：00～配信開始、以降毎週木曜日12：00より配信
ふらっと動画

※配信日時は予告なく変更になる場合がございます。詳細は各配信サービスにてご確認ください。


＜INTRODUCTION＞
エルフさんは日本の文化に興味津々!?

社会人の北瀬一廣の趣味はとにかく寝ること。
彼は、幼い頃からいつも夢で見る不思議な異世界で、胸躍る冒険をしていた。
ある時、仲良くなったエルフの少女と古代遺跡を探索していた時に、運悪く出くわした魔導竜にブレスで焼かれてしまう。

夢から覚めると、部屋にいるはずのないエルフの少女が隣で眠っていて――

＜STAFF＞
原作：まきしま鈴木（HJノベルス／ホビージャパン）
キャラクター原案：ヤッペン
漫画：青乃下（HJコミックス／コミックファイア連載）
監督：喜多幡徹
シリーズ構成・脚本：吉永亜矢
キャラクターデザイン・総作画監督：平山円
アニメーション制作：ゼロジー

＜CAST＞
北瀬一廣／カズヒホ：小林裕介
マリー：本渡 楓
ウリドラ：内山夕実
ミュイ：佐々木李子

＜MUSIC＞
オープニング主題歌：佐々木李子「Palette Days」
エンディング主題歌：樋口楓、叶「Yummy Yummy」

＜BOOKS＞
原作小説「日本へようこそエルフさん。」1-9巻 好評発売中
https://firecross.jp/hjnovels/series/325
コミックス「日本へようこそエルフさん。」1-10巻 好評発売中
https://firecross.jp/comic/series/326

©まきしま鈴木・ホビージャパン／「日本へようこそエルフさん。」製作委員会

#日本へようこそエルフさん #まきしま鈴木 #ヤッペン #青乃下 #小林裕介 #本渡楓 #内山夕実 #佐々木李子 #樋口楓 #叶",2025-01-10T17:30:00Z,東映ビデオ,87671
Tmboi1ehIIw,TVアニメ『灼熱カバディ』ノンテロップOP／OPテーマ：大平峻也「FIRE BIRD」,"MV🔥→https://www.youtube.com/watch?v=v-TNg7RYoKk
DL&Streaming → https://ohirashunya.lnk.to/_firebird
作詞：天月-あまつき-・宮田‘レフティ’リョウ
作曲：宮田‘レフティ’リョウ・天月-あまつき-
編曲：宮田‘レフティ’リョウ

2021.6.9 Release
2nd EP『FIRE BIRD』
https://music.ohira-shunya.com/music_news/music_news-809/

TVアニメ『灼熱カバディ』
テレビ東京ほかにて毎週金曜深夜放送中！
https://www.tv-tokyo.co.jp/anime/kabaddi/
公式Twitter：https://twitter.com/kabaddi_anime

＜放送情報＞
テレビ東京：毎週金曜深夜1時23分～
テレビ大阪：毎週金曜深夜2時10分～
テレビ愛知：毎週金曜深夜2時05分～
AT-X ：毎週日曜夜10時30分～（リピート放送：毎週（金）朝4時30分～／毎週（日）朝7時30分～）
長崎文化放送：毎週木曜深夜1時18分～
※放送日時は都合により変更になる可能性がございます。

＜イントロダクション＞
宵越竜哉は『不倒の宵越』と呼ばれるサッカーの名選手だったが、
高校入学を機にスポーツと縁を切ってしまう。
そんな彼のもとへ、とある運動部が勧誘にやってくる。
その競技は、 仲間と協力し縄張りに侵入する敵を捕らえ 、引きずり倒す事で勝利へと繋げる…
言うなれば『走る格闘技』。
競技の名は……カバディ！！

＜スタッフ＞
原作：武蔵野創（小学館「マンガワン」連載中）
監督：市川量也
キャラクターデザイン：髙田真理
音響監督：はたしょう二
シリーズ構成：柿原優子
脚本：柿原優子・後藤みどり
音楽：伊藤賢
オープニングテーマ：大平峻也「FIRE BIRD」
エンディングテーマ：内田雄馬「Comin' Back」
アニメーション制作協力：ドメリカ
アニメーション制作：トムス・エンタテインメント
製作：灼熱カバディ製作委員会

＜キャスト＞
宵越竜哉：内田雄馬
王城正人：岡本信彦
畦道相馬：佐藤元　
井浦慶：古川慎
水澄京平：鈴木達央
伊達真司：武内駿輔
六弦歩：安元洋貴
高谷煉：鈴村健一
佐倉学：花江夏樹
右藤大元：斉藤壮馬

©2020武蔵野創・小学館／灼熱カバディ製作委員会
#灼熱カバディ​​ #内田雄馬​ #岡本信彦​  #佐藤元​ #古川慎​ #鈴木達央​ #武内駿輔",2021-04-09T08:00:13Z,大平峻也,87617
MOn00whPquM,TVアニメ「弱キャラ友崎くん 2nd STAGE」ED映像 / DIALOGUE＋『誰かじゃないから』,"TVアニメ「弱キャラ友崎くん 2nd STAGE」ノンテロップED映像を公開！
♬DIALOGUE＋『誰かじゃないから』

💿OP＆EDテーマ収録
DIALOGUE＋ 10th Single
「イージー？ハード？しかして進めっ！」
1月24日(水)発売🌈
https://dialogue-music.jp/discography/21_easy-hard/


【原作】
原作：屋久ユウキ「弱キャラ友崎くん」（小学館ガガガ文庫刊）
キャラクター原案：フライ

【放送情報】
AT-X：1月3日より毎週水曜日 21:00～
TOKYO MX：1月3日より毎週水曜日 22:00～
BS11：1月3日より毎週水曜日 24:00～
山口朝日放送：1月21日より毎週日曜日 24:45～

【配信情報】
ABEMA：1月3日より毎週水曜日 22:00～ 地上波同時・先行配信！
dアニメストア＆U-NEXT＆アニメ放題：1月5日より毎週金曜日 22:00～ 配信！
そのほか配信プラットフォームにて順次配信開始

【キャスト】
友崎文也：佐藤 元
日南 葵：金元寿子
七海みなみ：長谷川育美
菊池風香：茅野愛衣
夏林花火：前川涼子
泉 優鈴：稗田寧々
水沢孝弘：島﨑信長
中村修二：岡本信彦
竹井：水野駿太郎
 
【スタッフ】
監 督：柳 伸亮
シリーズ構成：志茂文彦
キャラクターデザイン：矢野 茜
音響監督：本山 哲
音響制作：ビットグルーヴプロモーション
音楽：水谷広実
音楽制作：ポニーキャニオン、アップドリーム
OPテーマ：DIALOGUE＋「イージー？ハード？しかして進めっ！」
EDテーマ：DIALOGUE＋「誰かじゃないから」
プロデュース：ドリームシフト、ハピネットファントム・スタジオ
アニメーション制作：project No.9

公式サイト：http://tomozaki-koushiki.com/
公式X：＠tomozakikoshiki

©屋久ユウキ・小学館／「弱キャラ友崎くん２」製作委員会",2024-01-17T13:30:16Z,ハピネット【アニメ公式】,87438
0WiBd2KDXvM,TVアニメ「とある科学の超電磁砲T」 後期ED映像（青嵐のあとで／ sajou no hana）【NBCユニバーサルAnime✕Music30周年記念OP/ED毎日投稿企画】,"NBCユニバーサル・エンターテイメントアニメ音楽事業30周年記念！
これまでの30年を彩ってきた数々のアニメ作品のオープニングとエンディングをYouTubeにて
毎日特別公開していきます！　

TVアニメ「とある科学の超電磁砲T」 後期ED映像（青嵐のあとで／ sajou no hana）

●NBCユニバーサルAnime✕Music30thProject公式HP
https://nbcuni.co.jp/animexmusic30thproject/


TV animation series ""A Certain Scientific Railgun T"" Ending Movie 2（""Aoarashi no Ato de"" / sajou no hana）

NBCUniversal Entertainment 30th Anniversary of Animation and Music Business!
We will be releasing the openings and endings of numerous animated films that have colored the past 30 years of our history on YouTube everyday!

#とある  #とある科学の超電磁砲T #レールガン #青嵐のあとで #sajou no hana #NBCAM30th",2022-08-15T09:00:00Z,NBCUniversal Anime/Music,87432
lQFmnvTNQk0,TVアニメ「とある科学の超電磁砲」第12話ED映像（SMILE -You&Me-／ ELISA）【NBCユニバーサルAnime✕Music30周年記念OP/ED毎日投稿企画】,"NBCユニバーサル・エンターテイメントアニメ音楽事業30周年記念！
これまでの30年を彩ってきた数々のアニメ作品のオープニングとエンディングをYouTubeにて
毎日特別公開していきます！　

TVアニメ「とある科学の超電磁砲」第12話ED映像（SMILE -You&Me-／ ELISA）
【DL&Subscription】https://lnk.to/ELISA_Dear_My_Friend

●NBCユニバーサルAnime✕Music30thProject公式HP
https://nbcuni.co.jp/animexmusic30thproject/


TV animation series ""A Certain Scientific Railgun"" Ending Movie of episode 12（""SMILE -You&Me-""／ ELISA）

NBCUniversal Entertainment 30th Anniversary of Animation and Music Business!
We will be releasing the openings and endings of numerous animated films that have colored the past 30 years of our history on YouTube everyday!

#とある  #とある科学の超電磁砲 #レールガン #SMILE -You&Me- #ELISA #NBCAM30th",2022-08-03T09:00:26Z,NBCUniversal Anime/Music,87288
inWYbShD54s,【ノンクレジットED】TVアニメ『ノラガミ』 ハートリアライズ/Tia｜2024/9/9まで,"TVアニメ『ノラガミ』シリーズ10周年を記念した“七福企画”が始動!!
第1期TVアニメ『ノラガミ』よりノンクレジットED映像を公開します。

♬『ハートリアライズ/Tia』

＜10周年特設サイト＞
https://noragami-anime.net/10th_anniv/

エイベックス・ピクチャーズYouTube公式チャンネルではTVアニメ『ノラガミ』本編を期間限定で無料配信中!!
🔗 https://www.youtube.com/@avexpictures

#ノラガミ #NORAGAMI",2024-07-10T09:00:42Z,avex pictures,87392
XbltVRb86B4,「仲良ピース(男性Ver.)」｜第6話ノンクレジットED映像｜ポプテピピック TVアニメーション作品第二シリーズ,"「ポプテピピック TVアニメーション作品第二シリーズ」
第6話ノンクレジットエンディング映像

「仲良ピース(男性Ver.)」ポプ子(CV:大須賀純)、ピピ美(CV:高橋広樹)
作詞・作曲・編曲 吟(BUSTED ROSE)

音楽配信▷ https://lnk.to/PPTP2_OP_ED

「ポプテピピック TVアニメーション作品第二シリーズ」PVはこちら
▷https://youtu.be/kFHD83EQIps

[放送情報]
【TOKYO MX】10/1より毎週（土）25：30～ 
【BS11】10/1より毎週（土）25：30～ 
【MBS】10/4より毎週（火）27：00～ 
【BS日テレ】10/4より毎週（火）23：30～ 
【HTB】10/4より毎週（火）25：55～ 

【AT-X】10/1より 毎週（土）25：30～ 
※リピート放送　毎週（月）23：30～、毎週（水）11：30～、毎週（金）17：30～

ほか

[配信情報]
＜見放題独占配信＞
【Amazon Prime Video】10/1より毎週（土）25：30～

＜地上波同時生配信＞ ※アーカイブなし
10/1より毎週（土）25：30～
【TikTok LIVE】https://www.tiktok.com/@kac_official_tiktok
【ニコニコ生放送】https://anime.nicovideo.jp/detail/hoshiiro2/index.html

[スタッフ]
原作：大川ぶくぶ（竹書房「まんがライフWIN」）
企画・プロデュース：キングレコード
シリーズ構成・シリーズディレクター：青木純（スペースネコカンパニー）
音響監督：鐘江徹
音響効果：小山恭正
音響制作：グロービジョン　　
音楽：吟（BUSTED ROSE）
音楽制作：キングレコード　　
アニメーション制作：スペースネコカンパニー・神風動画
製作：キングレコード

[作品概要]
竹書房の４コマウェブコミック配信サイト「まんがライフWIN」にて、2014年11月から配信している大川ぶくぶ氏の作品。

[あらすじ]
これは、夢と希望の物語(ただのクソ)ー。
　　　　　　　　
[公式HP]　 http://hoshiiro.jp/　　　　　　　　　　　　　　　
[公式ツイッター]　＠hoshiiro_anime 


＊＊＊関連リンク＊＊＊
▼ 「KING AMUSEMENT CREATIVE」公式Twitter
 https://twitter.com/kac_officialhp​​

▼ 「KING AMUSEMENT CREATIVE」公式サイト
http://king-cr.jp/​​

▼ 「キンクリ堂」
https://kinkurido.jp/shop/default.aspx

▼ 「KING AMUSEMENT CREATIVE」公式チャンネル
https://bit.ly/2G7MMk2​

▼「Anileap アニリープ」アニソン24時間365日ラジオ
https://youtu.be/4FBW3mkdKOs",2022-11-05T17:00:28Z,「KING AMUSEMENT CREATIVE」公式チャンネル,87157
ATTWunJa4yc,【ノンクレジットオープニング】TVアニメ『黒猫と魔女の教室』｜ASCA「Cusp」,"『寄宿学校のジュリエット』金田陽介、最新作！
ポンコツ魔女×黒猫先生の魔法学園ファンタジー、開幕!!
TVアニメ『黒猫と魔女の教室』2026年4月12日よりCBC/TBS系全国28局ネット「アガルアニメ」枠(日曜夜11時30分～)にて放送中！

■あらすじ
「魔女見習い」スピカ・ヴァルゴは魔法が使えない。憧れの魔法学校合格のためには師匠が必要だが、金もコネもない。そんな時、人語を駆使し魔法を使う謎の黒猫がスピカの前に現れた!!魔術を学びたいスピカと呪いを解きたい黒猫の思惑は完全一致。秘密の師弟関係が結ばれた！！呪いを解く鍵は「×××」にキス!?

■オープニングテーマ
ASCA「Cusp」
作詞：辻井りと
作曲・編曲：小椋健司
（SACRA MUSIC）

■エンディングテーマ
スピラ・スピカ「ちゅーんあっぷ☆」
作詞：幹葉
作曲・編曲：重永亮介
（SACRA MUSIC）

■スタッフ
原作：金田陽介（講談社「マガジンポケット」連載）
監督：龍輪直征
シリーズ構成：後藤みどり
キャラクターデザイン：小野田貴之
クリーチャーデザイン：新妻大輔
美術監督：Scott MacDonald
色彩設計：相原彩子
3DCG：ライデンフィルム
撮影監督：室塚勇伎
編集：エディッツ
音響監督：田中亮
音響効果：風間結花
音響制作：ソニルード
音楽　：R・O・N
アニメーション制作：ライデンフィルム

■キャスト
スピカ・ヴァルゴ役：本渡楓
クロード・シリウス役：島﨑信長
アリア・アクエリアス役：和泉風花
メロウ・パイシーズ役：鈴木みのり
ユゥ・アリーズ役：橘杏咲
イオ・トーラス役：白石晴香
カストル・ジェミニ役： 上村祐翔
ポルックス・ジェミニ役：長谷川玲奈
タルフ・キャンサー役：石毛翔弥
レオ・レグルス役：ファイルーズあい
アストレア・ライブラ役：大野智敬
ハナ・サソリジョウ役：渡谷美帆
キロン・サジタリアス・アラディア役：浦和希
カペラ・カプリコーン役：櫻井みゆき

■公式リンク
公式サイト https://witch-classroom.com/
公式X https://x.com/witch_classroom",2026-04-19T15:15:05Z,GOOD SMILE CHANNEL,88382
Dz3TitQnWvo,『TRIGUN STARGAZE』エンディングノンクレジット映像｜FOMARE「スターダスト」,"≪眠れぬ夜も君の声に　救われる僕は 1 人じゃない≫
『TRIGUN STARGAZE』毎週土曜23時～テレ東系列にて放送中！

▼エンディングテーマ
FOMARE「スターダスト」
作詞：アマダシンスケ
作曲：アマダシンスケ
編曲：FOMARE 

2026.1.14 Release
ダウンロード＆ストリーミングはこちら
https://tf.lnk.to/fomare_stardust
※2026.1.14 AM0:00より有効

▼エンディングアニメーション
Akino Fukuji

【放送情報】
2026年1月10日（土）23時より　テレ東系列にて放送開始
放送終了後、各種配信プラットフォームにて順次配信
『TRIGUN STAMPEDE』全12話は各種配信プラットフォームにて配信中

【最新情報はこちらからチェック】
公式サイト：https://trigun-anime.com/
公式X：@trigun_anime（https://x.com/trigun_anime）  
公式TikTok：  / trigun_anime  

【STAFF】
原作：内藤泰弘（少年画報社 ヤングキングコミックス刊）
監督：佐藤雅子　シリーズ構成・脚本：筆安一幸　ストーリー原案：オキシタケヒコ　コンセプトアート・キャラクター原案：田島光二　
キャラクターデザイン：押山清高　メカニカルデザイン：柳瀬敬之　片貝文洋　プロップデザイン：長谷川竹光
CGチーフディレクター：井野元英二　CGリードアーティスト：都田崇之　CGレイアウトスーパーバイザー：田中哲郎　CGディレクター：池内隆一　青木俊介　
色彩設計：橋本賢　美術監督：中島理　撮影監督：村山琴実　編集：今井大介　リレコーディングミキサー：藤島敬之　サウンドエディター：勝俣まさとし　音楽：加藤達也　制作：オレンジ

【CAST】
ヴァッシュ・ザ・スタンピード：松岡禎丞　メリル・ストライフ：あんどうさくら　ニコラス・D・ウルフウッド：細谷佳正　　ミリィ・トンプソン：綾森千夏
ホッパード・ザ・ガントレット：武虎　レオノフ・ザ・パペットマスター：チョー　ミッドバレイ・ザ・ホーンフリーク：三木眞一郎
レガート・ブルーサマーズ：内山昂輝　エレンディラ・ザ・クリムゾンネイル：村瀬 歩　ウィリアム・コンラッド：中尾隆聖　ザジ・ザ・ビースト：TARAKO／高山みなみ　
ミリオンズ・ナイヴズ：佐藤流司

＃FOMARE ＃スターダスト　＃TRIGUN ＃TRIGUNSTARGAZE　＃トライガン　
#TRIGUNSTAMPEDE ＃内藤泰弘　
＃松岡禎丞　＃あんどうさくら　＃細谷佳正　＃綾森千夏　＃佐藤流司　＃anime


-----------------------------------------------
TOHO animation
Portal Site：https://tohoanimation.jp/portal/
Official X(JP)：https://x.com/TOHOanimation
Official X(EN)：https://x.com/tohoanimationen
Official TikTok(JP)：https://www.tiktok.com/@tohoanimationch
Official TikTok(EN)：https://www.tiktok.com/@tohoanimationen
-----------------------------------------------
TOHO animation STORE
通販サイト ：https://tohoanimationstore.com/shop/
公式X（旧Twitter）：https://x.com/TOHOanimeSTORE
-----------------------------------------------",2026-01-11T00:00:14Z,TOHO animation チャンネル,87165
Fk1oNQbxCwA,第5話 エンディングムービー｜TVアニメ『上伊那ぼたん、酔へる姿は百合の花』,"エンディングアニメーション：吉成 鋼

────────
第5話 エンディングテーマ

「感情グラス」

歌：砺波いぶき（CV.青山吉能）
作詞：真崎エリカ
作曲・編曲：橋口佳奈
────────

公式サイト
https://kamiina-botan.com/

公式X（@kamiina_anime）
https://x.com/kamiina_anime/

公式Instagram（@kamiina_anime）
https://www.instagram.com/kamiina_anime/


#上伊那ぼたん",2026-05-08T15:27:31Z,アニプレックス チャンネル,88360
sk19KXYkWCo,TVアニメ「逃走中 グレートミッション」ノンクレジット エンディング映像第７弾【高嶺のなでしこ / アドレナリンゲーム】,"「逃走中 グレートミッション」エンディング映像第７弾公開！！
「アドレナリンゲーム」歌：高嶺のなでしこ

フジテレビほかにて毎週日曜朝9時放送中！　
FODにて見逃し配信中！
※地域により放送時間・曜日が異なります。
https://fod.fujitv.co.jp/

【ストーリー】
時は、人類が月へと住処を移した未来…。
月面コロニーでは、あるゲームが大流行していた。

その名は『逃走中』。

限られたエリアの中に解き放たれた逃走者たちが、
制限時間のカウントがゼロになるまで、
追跡アンドロイド〝ハンター〟から逃げ切れば、
高額賞金を得られるというエンターテインメントサバイバルゲームだ。
ある者は一攫千金を夢見て、
またある者は自分の力を試すために、『逃走中』に挑む。

【キャスト】
トムラ 颯也：森久保 祥太郎
トムラ ハル：小林 由美子
西洞院 ルナ：井上 麻里奈
モーリス シューメーカー：置鮎 龍太郎
シグマ レッドウィング：中井 和哉
月村 サトシ：浪川 大輔
ハーヴェスト：嶋村 侑


【スタッフ】
原案：『逃走中』（フジテレビ）
キャラクター原案：岡野 剛　
シリーズ構成：中山 智博　シリーズディレクター：貝澤 幸男・暮田 公平　
キャラクターデザイン：大西 陽一　
美術監督：神 綾香・秋山 健太郎　美術設定：福田 健二　
3Dステージデザイン：田村 正平　
音楽：中川幸太郎　
製作：フジテレビ・読売広告社・東映アニメーション

TVアニメ「逃走中 グレートミッション」公式サイト：https://www.toei-anim.co.jp/tv/tosochu_gm/
TVアニメ「逃走中 グレートミッション」公式X（旧Twitter）：https://x.com/tosochu_gm


#東映アニメーション　
＃逃走中グレートミッション　
＃逃走中gm
#高嶺のなでしこ

#森久保祥太郎
#小林由美子
#井上麻里奈
#置鮎龍太郎
#中井和哉
#浪川大輔
#嶋村侑

©フジテレビ・東映アニメーション",2024-10-06T00:30:36Z,逃走中 グレートミッション【アニメサンデー9 チャンネル】,86710
